Date,Close
2014-12-19,14468.2998046875
2014-12-22,14432.400390625
2014-12-23,14594.0
2014-12-24,14609.2998046875
2014-12-29,14663.900390625
2014-12-30,14640.0
2014-12-31,14632.400390625
2015-01-02,14753.7001953125
2015-01-05,14392.7001953125
2015-01-06,14246.7998046875
2015-01-07,14285.0
2015-01-08,14457.7001953125
2015-01-09,14384.900390625
2015-01-12,14265.0
2015-01-13,14187.2001953125
2015-01-14,14084.400390625
2015-01-15,14041.7998046875
2015-01-16,14309.400390625
2015-01-19,14312.5
2015-01-20,14308.400390625
2015-01-21,14560.400390625
2015-01-22,14764.0
2015-01-23,14779.400390625
2015-01-26,14797.7998046875
2015-01-27,14833.900390625
2015-01-28,14602.900390625
2015-01-29,14637.2998046875
2015-01-30,14673.5
2015-02-02,14900.5
2015-02-03,15062.900390625
2015-02-04,14995.7001953125
2015-02-05,15124.900390625
2015-02-06,15083.900390625
2015-02-09,15100.7001953125
2015-02-10,15112.5
2015-02-11,15151.5
2015-02-12,15228.5
2015-02-13,15264.7998046875
2015-02-17,15284.599609375
2015-02-18,15212.7998046875
2015-02-19,15180.2998046875
2015-02-20,15172.2001953125
2015-02-23,15200.2998046875
2015-02-24,15165.0
2015-02-25,15228.599609375
2015-02-26,15241.2001953125
2015-02-27,15234.2998046875
2015-03-02,15264.099609375
2015-03-03,15133.900390625
2015-03-04,15082.7998046875
2015-03-05,15103.099609375
2015-03-06,14952.5
2015-03-09,14854.5
2015-03-10,14641.7998046875
2015-03-11,14739.2001953125
2015-03-12,14770.7001953125
2015-03-13,14731.5
2015-03-16,14862.7998046875
2015-03-17,14898.5
2015-03-18,14962.2001953125
2015-03-19,14873.900390625
2015-03-20,14942.400390625
2015-03-23,14957.2001953125
2015-03-24,15081.2998046875
2015-03-25,14929.400390625
2015-03-26,14869.7998046875
2015-03-27,14812.400390625
2015-03-30,14908.400390625
2015-03-31,14902.400390625
2015-04-01,14942.599609375
2015-04-02,15026.599609375
2015-04-06,15100.7001953125
2015-04-07,15188.7998046875
2015-04-08,15213.599609375
2015-04-09,15326.2998046875
2015-04-10,15388.400390625
2015-04-13,15383.599609375
2015-04-14,15389.2998046875
2015-04-15,15450.900390625
2015-04-16,15386.7998046875
2015-04-17,15360.599609375
2015-04-20,15412.599609375
2015-04-21,15346.400390625
2015-04-22,15304.7998046875
2015-04-23,15392.400390625
2015-04-24,15408.2998046875
2015-04-27,15344.099609375
2015-04-28,15346.099609375
2015-04-29,15347.2998046875
2015-04-30,15224.5
2015-05-01,15339.7998046875
2015-05-04,15367.5
2015-05-05,15173.900390625
2015-05-06,15023.900390625
2015-05-07,15088.7998046875
2015-05-08,15170.0
2015-05-11,15152.599609375
2015-05-12,15043.2001953125
2015-05-13,14980.7001953125
2015-05-14,15028.099609375
2015-05-15,15108.099609375
2015-05-19,15121.0
2015-05-20,15072.7998046875
2015-05-21,15203.599609375
2015-05-22,15200.7998046875
2015-05-25,15187.400390625
2015-05-26,15050.7998046875
2015-05-27,15110.5
2015-05-28,15107.0
2015-05-29,15014.099609375
2015-06-01,15074.099609375
2015-06-02,15104.7001953125
2015-06-03,15154.7001953125
2015-06-04,15019.400390625
2015-06-05,14957.2001953125
2015-06-08,14743.2998046875
2015-06-09,14817.7001953125
2015-06-10,14889.0
2015-06-11,14830.900390625
2015-06-12,14741.2001953125
2015-06-15,14756.099609375
2015-06-16,14753.099609375
2015-06-17,14733.0
2015-06-18,14770.599609375
2015-06-19,14653.099609375
2015-06-22,14790.5
2015-06-23,14904.900390625
2015-06-24,14947.5
2015-06-25,14897.5
2015-06-26,14808.099609375
2015-06-29,14490.2001953125
2015-06-30,14553.2998046875
2015-07-02,14638.0
2015-07-03,14682.400390625
2015-07-06,14593.599609375
2015-07-07,14624.5
2015-07-08,14412.099609375
2015-07-09,14278.5
2015-07-10,14411.099609375
2015-07-13,14533.2001953125
2015-07-14,14599.400390625
2015-07-15,14662.2998046875
2015-07-16,14731.099609375
2015-07-17,14642.7998046875
2015-07-20,14425.599609375
2015-07-21,14376.2001953125
2015-07-22,14307.099609375
2015-07-23,14265.400390625
2015-07-24,14186.2001953125
2015-07-27,14001.400390625
2015-07-28,14077.400390625
2015-07-29,14301.7998046875
2015-07-30,14382.7998046875
2015-07-31,14468.400390625
2015-08-04,14491.099609375
2015-08-05,14503.0
2015-08-06,14405.900390625
2015-08-07,14302.7001953125
2015-08-10,14466.400390625
2015-08-11,14414.7001953125
2015-08-12,14339.5
2015-08-13,14238.400390625
2015-08-14,14277.900390625
2015-08-17,14251.5
2015-08-18,14193.900390625
2015-08-19,14036.599609375
2015-08-20,13737.0
2015-08-21,13473.7001953125
2015-08-24,13052.7001953125
2015-08-25,13150.900390625
2015-08-26,13381.599609375
2015-08-27,13766.7001953125
2015-08-28,13865.099609375
2015-08-31,13859.099609375
2015-09-01,13481.900390625
2015-09-02,13545.2998046875
2015-09-03,13596.400390625
2015-09-04,13478.2998046875
2015-09-08,13630.7001953125
2015-09-09,13531.900390625
2015-09-10,13569.900390625
2015-09-11,13461.5
2015-09-14,13353.2998046875
2015-09-15,13462.7001953125
2015-09-16,13763.7998046875
2015-09-17,13787.2001953125
2015-09-18,13646.900390625
2015-09-21,13779.400390625
2015-09-22,13491.099609375
2015-09-23,13383.7001953125
2015-09-24,13338.7001953125
2015-09-25,13378.599609375
2015-09-28,13004.599609375
2015-09-29,13037.0
2015-09-30,13307.0
2015-10-01,13241.900390625
2015-10-02,13339.7001953125
2015-10-05,13552.2001953125
2015-10-06,13647.2998046875
2015-10-07,13868.400390625
2015-10-08,13978.7001953125
2015-10-09,13964.400390625
2015-10-13,13844.7001953125
2015-10-14,13875.2998046875
2015-10-15,13829.0
2015-10-16,13838.099609375
2015-10-19,13758.400390625
2015-10-20,13841.900390625
2015-10-21,13704.2001953125
2015-10-22,13878.099609375
2015-10-23,13953.7001953125
2015-10-26,13790.900390625
2015-10-27,13699.599609375
2015-10-28,13863.2001953125
2015-10-29,13791.900390625
2015-10-30,13529.2001953125
2015-11-02,13623.0
2015-11-03,13710.2998046875
2015-11-04,13661.7998046875
2015-11-05,13558.7998046875
2015-11-06,13553.2998046875
2015-11-09,13482.599609375
2015-11-10,13411.599609375
2015-11-11,13341.900390625
2015-11-12,13127.2001953125
2015-11-13,13075.400390625
2015-11-16,13317.5
2015-11-17,13280.400390625
2015-11-18,13400.0
2015-11-19,13473.7998046875
2015-11-20,13433.5
2015-11-23,13382.400390625
2015-11-24,13407.7998046875
2015-11-25,13403.400390625
2015-11-26,13425.2001953125
2015-11-27,13368.2001953125
2015-11-30,13469.7998046875
2015-12-01,13636.099609375
2015-12-02,13463.7998046875
2015-12-03,13324.7001953125
2015-12-04,13358.7998046875
2015-12-07,13042.7998046875
2015-12-08,12922.5
2015-12-09,12937.599609375
2015-12-10,13016.599609375
2015-12-11,12790.0
2015-12-14,12695.5
2015-12-15,12919.599609375
2015-12-16,13166.099609375
2015-12-17,13009.900390625
2015-12-18,13024.2998046875
2015-12-21,13034.400390625
2015-12-22,13082.900390625
2015-12-23,13284.900390625
2015-12-24,13309.7998046875
2015-12-29,13245.7998046875
2015-12-30,13142.2998046875
2015-12-31,13010.0
2016-01-04,12927.2001953125
2016-01-05,12920.099609375
2016-01-06,12726.7998046875
2016-01-07,12448.2001953125
2016-01-08,12445.5
2016-01-11,12319.2998046875
2016-01-12,12373.900390625
2016-01-13,12170.400390625
2016-01-14,12336.0
2016-01-15,12073.5
2016-01-18,11942.2001953125
2016-01-19,12002.2001953125
2016-01-20,11843.099609375
2016-01-21,12035.900390625
2016-01-22,12389.599609375
2016-01-25,12143.2001953125
2016-01-26,12331.2998046875
2016-01-27,12377.7998046875
2016-01-28,12591.900390625
2016-01-29,12822.099609375
2016-02-01,12674.400390625
2016-02-02,12442.2998046875
2016-02-03,12593.0
2016-02-04,12774.5
2016-02-05,12764.0
2016-02-08,12535.400390625
2016-02-09,12282.7001953125
2016-02-10,12185.7001953125
2016-02-11,12087.400390625
2016-02-12,12381.2001953125
2016-02-16,12555.0
2016-02-17,12867.2001953125
2016-02-18,12931.400390625
2016-02-19,12813.400390625
2016-02-22,12845.599609375
2016-02-23,12763.400390625
2016-02-24,12740.2998046875
2016-02-25,12753.599609375
2016-02-26,12797.7998046875
2016-02-29,12860.400390625
2016-03-01,12982.099609375
2016-03-02,13017.900390625
2016-03-03,13123.7001953125
2016-03-04,13212.5
2016-03-07,13383.599609375
2016-03-08,13311.099609375
2016-03-09,13392.900390625
2016-03-10,13379.099609375
2016-03-11,13522.0
2016-03-14,13477.5
2016-03-15,13400.2998046875
2016-03-16,13478.099609375
2016-03-17,13621.2998046875
2016-03-18,13497.099609375
2016-03-21,13561.099609375
2016-03-22,13493.5
2016-03-23,13379.5
2016-03-24,13358.099609375
2016-03-28,13390.2001953125
2016-03-29,13426.2001953125
2016-03-30,13504.0
2016-03-31,13494.400390625
2016-04-01,13440.400390625
2016-04-04,13336.2001953125
2016-04-05,13304.7001953125
2016-04-06,13347.5
2016-04-07,13266.400390625
2016-04-08,13396.7001953125
2016-04-11,13422.7998046875
2016-04-12,13581.400390625
2016-04-13,13671.400390625
2016-04-14,13668.2998046875
2016-04-15,13637.2001953125
2016-04-18,13719.7998046875
2016-04-19,13867.2998046875
2016-04-20,13911.2998046875
2016-04-21,13881.2001953125
2016-04-22,13874.0
2016-04-25,13796.0
2016-04-26,13809.400390625
2016-04-27,13887.7001953125
2016-04-28,13886.400390625
2016-04-29,13951.5
2016-05-02,13865.599609375
2016-05-03,13707.7001953125
2016-05-04,13632.0
2016-05-05,13632.0
2016-05-06,13701.5
2016-05-09,13563.7998046875
2016-05-10,13775.2001953125
2016-05-11,13788.2001953125
2016-05-12,13787.7998046875
2016-05-13,13748.599609375
2016-05-16,13893.5
2016-05-17,13917.099609375
2016-05-18,13826.0
2016-05-19,13817.2998046875
2016-05-20,13919.599609375
2016-05-24,13952.900390625
2016-05-25,14053.7001953125
2016-05-26,14049.2001953125
2016-05-27,14105.2001953125
2016-05-30,14086.7001953125
2016-05-31,14065.7998046875
2016-06-01,14063.5
2016-06-02,14137.0
2016-06-03,14226.7998046875
2016-06-06,14276.2001953125
2016-06-07,14365.599609375
2016-06-08,14313.099609375
2016-06-09,14240.0
2016-06-10,14037.5
2016-06-13,13993.900390625
2016-06-14,13884.2001953125
2016-06-15,13923.5
2016-06-16,13882.400390625
2016-06-17,13901.7998046875
2016-06-20,14015.099609375
2016-06-21,14012.2998046875
2016-06-22,14003.7998046875
2016-06-23,14131.400390625
2016-06-24,13891.900390625
2016-06-27,13689.7998046875
2016-06-28,13842.7001953125
2016-06-29,14036.7001953125
2016-06-30,14064.5
2016-07-04,14258.900390625
2016-07-05,14219.599609375
2016-07-06,14231.099609375
2016-07-07,14134.5
2016-07-08,14259.7998046875
2016-07-11,14361.900390625
2016-07-12,14477.7001953125
2016-07-13,14493.7998046875
2016-07-14,14514.5
2016-07-15,14482.400390625
2016-07-18,14532.400390625
2016-07-19,14524.599609375
2016-07-20,14533.599609375
2016-07-21,14565.7998046875
2016-07-22,14600.7001953125
2016-07-25,14498.099609375
2016-07-26,14550.0
2016-07-27,14546.5
2016-07-28,14552.7001953125
2016-07-29,14582.7001953125
2016-08-02,14477.0
2016-08-03,14512.099609375
2016-08-04,14528.7998046875
2016-08-05,14648.7998046875
2016-08-08,14755.599609375
2016-08-09,14801.2001953125
2016-08-10,14775.0
2016-08-11,14796.099609375
2016-08-12,14747.5
2016-08-15,14777.0
2016-08-16,14703.400390625
2016-08-17,14697.599609375
2016-08-18,14695.7001953125
2016-08-19,14687.5
2016-08-22,14748.2001953125
2016-08-23,14764.7998046875
2016-08-24,14626.2001953125
2016-08-25,14630.7001953125
2016-08-26,14639.900390625
2016-08-29,14682.0
2016-08-30,14684.900390625
2016-08-31,14598.0
2016-09-01,14683.900390625
2016-09-02,14795.7001953125
2016-09-06,14813.0
2016-09-07,14796.7998046875
2016-09-08,14803.2998046875
2016-09-09,14540.0
2016-09-12,14597.099609375
2016-09-13,14349.099609375
2016-09-14,14366.5
2016-09-15,14503.7001953125
2016-09-16,14450.7001953125
2016-09-19,14496.2001953125
2016-09-20,14522.0
2016-09-21,14710.7998046875
2016-09-22,14797.2001953125
2016-09-23,14697.900390625
2016-09-26,14619.5
2016-09-27,14558.0
2016-09-28,14731.400390625
2016-09-29,14754.599609375
2016-09-30,14725.900390625
2016-10-03,14689.0
2016-10-04,14521.0
2016-10-05,14610.599609375
2016-10-06,14595.5
2016-10-07,14566.2998046875
2016-10-11,14549.599609375
2016-10-12,14619.0
2016-10-13,14643.7001953125
2016-10-14,14585.0
2016-10-17,14596.5
2016-10-18,14752.2998046875
2016-10-19,14840.5
2016-10-20,14847.900390625
2016-10-21,14939.0
2016-10-24,14923.0
2016-10-25,14870.599609375
2016-10-26,14807.599609375
2016-10-27,14833.7998046875
2016-10-28,14785.2998046875
2016-10-31,14787.2998046875
2016-11-01,14778.2998046875
2016-11-02,14594.7001953125
2016-11-03,14583.400390625
2016-11-04,14509.2998046875
2016-11-07,14652.5
2016-11-08,14656.7998046875
2016-11-09,14759.900390625
2016-11-10,14744.2998046875
2016-11-11,14555.400390625
2016-11-14,14598.5
2016-11-15,14756.099609375
2016-11-16,14733.2001953125
2016-11-17,14826.099609375
2016-11-18,14864.0
2016-11-21,15039.900390625
2016-11-22,15100.400390625
2016-11-23,15080.900390625
2016-11-24,15075.2001953125
2016-11-25,15075.400390625
2016-11-28,15015.400390625
2016-11-29,14999.7998046875
2016-11-30,15082.900390625
2016-12-01,15027.5
2016-12-02,15052.5
2016-12-05,15095.2001953125
2016-12-06,15125.7998046875
2016-12-07,15237.7998046875
2016-12-08,15295.2001953125
2016-12-09,15312.2001953125
2016-12-12,15287.7001953125
2016-12-13,15385.2998046875
2016-12-14,15197.2001953125
2016-12-15,15218.2998046875
2016-12-16,15252.2001953125
2016-12-19,15269.900390625
2016-12-20,15293.0
2016-12-21,15305.900390625
2016-12-22,15335.2001953125
2016-12-23,15328.2001953125
2016-12-28,15361.099609375
2016-12-29,15422.099609375
2016-12-30,15287.599609375
2017-01-03,15403.0
2017-01-04,15516.7998046875
2017-01-05,15586.599609375
2017-01-06,15496.099609375
2017-01-09,15389.0
2017-01-10,15426.2998046875
2017-01-11,15491.5
2017-01-12,15418.2001953125
2017-01-13,15497.2998046875
2017-01-16,15479.2998046875
2017-01-17,15441.400390625
2017-01-18,15397.900390625
2017-01-19,15409.7998046875
2017-01-20,15547.900390625
2017-01-23,15480.099609375
2017-01-24,15610.7001953125
2017-01-25,15643.7998046875
2017-01-26,15615.5
2017-01-27,15575.7998046875
2017-01-30,15405.099609375
2017-01-31,15386.0
2017-02-01,15402.400390625
2017-02-02,15399.099609375
2017-02-03,15476.400390625
2017-02-06,15456.900390625
2017-02-07,15498.7998046875
2017-02-08,15554.0
2017-02-09,15617.2998046875
2017-02-10,15729.099609375
2017-02-13,15756.599609375
2017-02-14,15786.0
2017-02-15,15845.0
2017-02-16,15864.2001953125
2017-02-17,15838.599609375
2017-02-21,15922.400390625
2017-02-22,15830.2001953125
2017-02-23,15781.2001953125
2017-02-24,15533.5
2017-02-27,15463.5
2017-02-28,15399.2001953125
2017-03-01,15599.7001953125
2017-03-02,15536.7001953125
2017-03-03,15608.5
2017-03-06,15629.7998046875
2017-03-07,15608.7998046875
2017-03-08,15497.0
2017-03-09,15496.7998046875
2017-03-10,15506.7001953125
2017-03-13,15544.7998046875
2017-03-14,15379.599609375
2017-03-15,15520.900390625
2017-03-16,15562.400390625
2017-03-17,15490.5
2017-03-20,15442.2998046875
2017-03-21,15313.099609375
2017-03-22,15348.5
2017-03-23,15433.599609375
2017-03-24,15442.7001953125
2017-03-27,15506.2001953125
2017-03-28,15598.599609375
2017-03-29,15657.599609375
2017-03-30,15578.7998046875
2017-03-31,15547.7998046875
2017-04-03,15584.400390625
2017-04-04,15669.099609375
2017-04-05,15643.0
2017-04-06,15697.2001953125
2017-04-07,15667.099609375
2017-04-10,15730.7998046875
2017-04-11,15727.099609375
2017-04-12,15648.400390625
2017-04-13,15535.5
2017-04-17,15684.900390625
2017-04-18,15622.599609375
2017-04-19,15552.900390625
2017-04-20,15625.599609375
2017-04-21,15614.5
2017-04-24,15712.5
2017-04-25,15745.2001953125
2017-04-26,15649.5
2017-04-27,15506.5
2017-04-28,15586.099609375
2017-05-01,15575.599609375
2017-05-02,15619.7001953125
2017-05-03,15543.099609375
2017-05-04,15396.7001953125
2017-05-05,15582.0
2017-05-08,15652.099609375
2017-05-09,15569.2001953125
2017-05-10,15633.2001953125
2017-05-11,15550.599609375
2017-05-12,15537.900390625
2017-05-15,15629.5
2017-05-16,15543.2998046875
2017-05-17,15273.7001953125
2017-05-18,15277.2001953125
2017-05-19,15458.5
2017-05-23,15476.900390625
2017-05-24,15419.5
2017-05-25,15410.7001953125
2017-05-26,15416.900390625
2017-05-29,15421.900390625
2017-05-30,15372.400390625
2017-05-31,15349.900390625
2017-06-01,15469.900390625
2017-06-02,15442.7998046875
2017-06-05,15409.7998046875
2017-06-06,15464.599609375
2017-06-07,15372.099609375
2017-06-08,15423.099609375
2017-06-09,15473.2001953125
2017-06-12,15383.7998046875
2017-06-13,15379.7998046875
2017-06-14,15170.099609375
2017-06-15,15160.400390625
2017-06-16,15192.5
2017-06-19,15266.0
2017-06-20,15149.599609375
2017-06-21,15148.5
2017-06-22,15219.900390625
2017-06-23,15319.599609375
2017-06-26,15316.0
2017-06-27,15281.2001953125
2017-06-28,15355.599609375
2017-06-29,15213.400390625
2017-06-30,15182.2001953125
2017-07-04,15130.599609375
2017-07-05,15153.099609375
2017-07-06,15078.0
2017-07-07,15027.2001953125
2017-07-10,15105.2998046875
2017-07-11,15149.099609375
2017-07-12,15144.0
2017-07-13,15135.0
2017-07-14,15174.7998046875
2017-07-17,15165.400390625
2017-07-18,15149.599609375
2017-07-19,15244.7001953125
2017-07-20,15264.599609375
2017-07-21,15183.099609375
2017-07-24,15128.7001953125
2017-07-25,15202.400390625
2017-07-26,15171.400390625
2017-07-27,15191.400390625
2017-07-28,15128.7001953125
2017-07-31,15143.900390625
2017-08-01,15202.099609375
2017-08-02,15265.599609375
2017-08-03,15192.0
2017-08-04,15258.0
2017-08-08,15256.400390625
2017-08-09,15217.2998046875
2017-08-10,15074.2998046875
2017-08-11,15033.400390625
2017-08-14,15119.900390625
2017-08-15,15097.7998046875
2017-08-16,15082.2001953125
2017-08-17,15033.599609375
2017-08-18,14952.2998046875
2017-08-21,14951.900390625
2017-08-22,14985.0
2017-08-23,15063.2001953125
2017-08-24,15076.2001953125
2017-08-25,15056.0
2017-08-28,15052.0
2017-08-29,15082.7001953125
2017-08-30,15133.099609375
2017-08-31,15211.900390625
2017-09-01,15191.599609375
2017-09-05,15090.2001953125
2017-09-06,15059.7998046875
2017-09-07,15024.5
2017-09-08,14985.2998046875
2017-09-11,15040.2998046875
2017-09-12,15143.400390625
2017-09-13,15126.7998046875
2017-09-14,15172.7001953125
2017-09-15,15173.0
2017-09-18,15236.7001953125
2017-09-19,15293.0
2017-09-20,15389.599609375
2017-09-21,15454.900390625
2017-09-22,15454.2001953125
2017-09-25,15516.2001953125
2017-09-26,15474.099609375
2017-09-27,15609.7001953125
2017-09-28,15618.2998046875
2017-09-29,15634.900390625
2017-10-02,15705.0
2017-10-03,15728.5
2017-10-04,15721.0
2017-10-05,15776.2998046875
2017-10-06,15728.2998046875
2017-10-10,15770.400390625
2017-10-11,15800.400390625
2017-10-12,15742.2001953125
2017-10-13,15807.2001953125
2017-10-16,15802.7001953125
2017-10-17,15816.900390625
2017-10-18,15782.2001953125
2017-10-19,15818.0
2017-10-20,15857.2001953125
2017-10-23,15855.7998046875
2017-10-24,15905.099609375
2017-10-25,15854.7998046875
2017-10-26,15891.599609375
2017-10-27,15953.5
2017-10-30,16002.7998046875
2017-10-31,16025.599609375
2017-11-01,16029.2998046875
2017-11-02,16015.0
2017-11-03,16020.2001953125
2017-11-06,16092.2001953125
2017-11-07,16131.7998046875
2017-11-08,16105.400390625
2017-11-09,16082.099609375
2017-11-10,16039.2998046875
2017-11-13,16026.2998046875
2017-11-14,15913.099609375
2017-11-15,15878.5
2017-11-16,15935.400390625
2017-11-17,15998.599609375
2017-11-20,16004.400390625
2017-11-21,16076.7001953125
2017-11-22,16073.599609375
2017-11-23,16074.2998046875
2017-11-24,16108.099609375
2017-11-27,16042.099609375
2017-11-28,16029.599609375
2017-11-29,15967.7001953125
2017-11-30,16067.5
2017-12-01,16039.0
2017-12-04,15969.0
2017-12-05,15915.7001953125
2017-12-06,15908.7998046875
2017-12-07,16015.7001953125
2017-12-08,16096.099609375
2017-12-11,16103.5
2017-12-12,16114.0
2017-12-13,16136.599609375
2017-12-14,16016.5
2017-12-15,16042.0
2017-12-18,16131.599609375
2017-12-19,16133.400390625
2017-12-20,16159.7001953125
2017-12-21,16182.599609375
2017-12-22,16165.2998046875
2017-12-27,16203.099609375
2017-12-28,16222.0
2017-12-29,16209.099609375
2018-01-02,16310.0
2018-01-03,16371.599609375
2018-01-04,16412.900390625
2018-01-05,16349.400390625
2018-01-08,16317.7001953125
2018-01-09,16319.2001953125
2018-01-10,16248.0
2018-01-11,16286.900390625
2018-01-12,16308.2001953125
2018-01-15,16371.7998046875
2018-01-16,16298.900390625
2018-01-17,16326.7001953125
2018-01-18,16284.5
2018-01-19,16353.5
2018-01-22,16348.0
2018-01-23,16357.599609375
2018-01-24,16284.2001953125
2018-01-25,16204.0
2018-01-26,16239.2001953125
2018-01-29,16094.7001953125
2018-01-30,15955.5
2018-01-31,15951.7001953125
2018-02-01,15860.900390625
2018-02-02,15606.0
2018-02-05,15334.7998046875
2018-02-06,15363.900390625
2018-02-07,15330.599609375
2018-02-08,15065.599609375
2018-02-09,15034.5
2018-02-12,15241.900390625
2018-02-13,15216.5
2018-02-14,15328.2998046875
2018-02-15,15407.7001953125
2018-02-16,15452.599609375
2018-02-20,15439.400390625
2018-02-21,15524.0
2018-02-22,15508.2001953125
2018-02-23,15638.5
2018-02-26,15714.7001953125
2018-02-27,15671.2001953125
2018-02-28,15442.7001953125
2018-03-01,15394.0
2018-03-02,15384.599609375
2018-03-05,15541.2998046875
2018-03-06,15545.2001953125
2018-03-07,15472.599609375
2018-03-08,15538.7001953125
2018-03-09,15577.7998046875
2018-03-12,15604.7998046875
2018-03-13,15647.099609375
2018-03-14,15653.599609375
2018-03-15,15670.599609375
2018-03-16,15711.2998046875
2018-03-19,15589.400390625
2018-03-20,15616.400390625
2018-03-21,15675.2998046875
2018-03-22,15399.900390625
2018-03-23,15223.7001953125
2018-03-26,15298.599609375
2018-03-27,15216.2001953125
2018-03-28,15169.900390625
2018-03-29,15367.2998046875
2018-04-02,15213.5
2018-04-03,15180.7998046875
2018-04-04,15164.400390625
2018-04-05,15356.099609375
2018-04-06,15207.400390625
2018-04-09,15227.7001953125
2018-04-10,15262.099609375
2018-04-11,15257.900390625
2018-04-12,15269.2998046875
2018-04-13,15274.0
2018-04-16,15300.400390625
2018-04-17,15353.2998046875
2018-04-18,15530.0
2018-04-19,15454.400390625
2018-04-20,15484.2998046875
2018-04-23,15552.099609375
2018-04-24,15477.0
2018-04-25,15509.7998046875
2018-04-26,15637.599609375
2018-04-27,15668.900390625
2018-04-30,15607.900390625
2018-05-01,15618.900390625
2018-05-02,15627.900390625
2018-05-03,15621.5
2018-05-04,15729.400390625
2018-05-07,15808.599609375
2018-05-08,15842.7001953125
2018-05-09,15910.7998046875
2018-05-10,15959.5
2018-05-11,15983.2998046875
2018-05-14,16085.599609375
2018-05-15,16097.7998046875
2018-05-16,16108.099609375
2018-05-17,16143.599609375
2018-05-18,16162.2998046875
2018-05-22,16144.7998046875
2018-05-23,16133.7998046875
2018-05-24,16113.599609375
2018-05-25,16075.7001953125
2018-05-28,16016.099609375
2018-05-29,15922.599609375
2018-05-30,16048.7001953125
2018-05-31,16061.5
2018-06-01,16043.5
2018-06-04,16052.2001953125
2018-06-05,16122.2998046875
2018-06-06,16183.900390625
2018-06-07,16192.7998046875
2018-06-08,16202.7001953125
2018-06-11,16263.2998046875
2018-06-12,16289.0
2018-06-13,16265.7998046875
2018-06-14,16329.0
2018-06-15,16314.400390625
2018-06-18,16383.599609375
2018-06-19,16316.5
2018-06-20,16421.0
2018-06-21,16335.2001953125
2018-06-22,16450.099609375
2018-06-25,16184.0
2018-06-26,16280.099609375
2018-06-27,16231.2998046875
2018-06-28,16179.900390625
2018-06-29,16277.7001953125
2018-07-03,16263.2001953125
2018-07-04,16304.7001953125
2018-07-05,16266.599609375
2018-07-06,16371.7998046875
2018-07-09,16452.30078125
2018-07-10,16548.69921875
2018-07-11,16417.30078125
2018-07-12,16567.400390625
2018-07-13,16561.099609375
2018-07-16,16494.69921875
2018-07-17,16519.19921875
2018-07-18,16477.400390625
2018-07-19,16543.0
2018-07-20,16435.5
2018-07-23,16420.80078125
2018-07-24,16390.099609375
2018-07-25,16420.80078125
2018-07-26,16455.69921875
2018-07-27,16394.0
2018-07-30,16345.5
2018-07-31,16434.0
2018-08-01,16376.7998046875
2018-08-02,16409.19921875
2018-08-03,16420.19921875
2018-08-07,16286.2998046875
2018-08-08,16315.099609375
2018-08-09,16417.0
2018-08-10,16326.5
2018-08-13,16250.7998046875
2018-08-14,16330.7001953125
2018-08-15,16148.5
2018-08-16,16225.7001953125
2018-08-17,16323.7001953125
2018-08-20,16331.0
2018-08-21,16297.0
2018-08-22,16347.2998046875
2018-08-23,16326.7998046875
2018-08-24,16356.099609375
2018-08-27,16444.400390625
2018-08-28,16355.5
2018-08-29,16390.30078125
2018-08-30,16371.599609375
2018-08-31,16262.900390625
2018-09-04,16161.2998046875
2018-09-05,16137.599609375
2018-09-06,16100.900390625
2018-09-07,16090.2998046875
2018-09-10,16057.099609375
2018-09-11,16094.2998046875
2018-09-12,16049.0
2018-09-13,16001.7001953125
2018-09-14,16013.5
2018-09-17,16082.2998046875
2018-09-18,16196.0
2018-09-19,16149.900390625
2018-09-20,16214.7998046875
2018-09-21,16224.099609375
2018-09-24,16207.2998046875
2018-09-25,16159.5
2018-09-26,16169.2998046875
2018-09-27,16204.599609375
2018-09-28,16073.099609375
2018-10-01,16104.400390625
2018-10-02,16017.2001953125
2018-10-03,16072.099609375
2018-10-04,16006.7001953125
2018-10-05,15946.2001953125
2018-10-09,15854.099609375
2018-10-10,15517.400390625
2018-10-11,15317.099609375
2018-10-12,15414.2998046875
2018-10-15,15409.5
2018-10-16,15579.7001953125
2018-10-17,15529.900390625
2018-10-18,15404.099609375
2018-10-19,15470.099609375
2018-10-22,15412.7001953125
2018-10-23,15285.2001953125
2018-10-24,14909.099609375
2018-10-25,14924.099609375
2018-10-26,14888.2998046875
2018-10-29,14721.7998046875
2018-10-30,14894.5
2018-10-31,15027.2998046875
2018-11-01,15150.2001953125
2018-11-02,15119.2998046875
2018-11-05,15217.7001953125
2018-11-06,15292.7001953125
2018-11-07,15369.400390625
2018-11-08,15357.5
2018-11-09,15274.400390625
2018-11-12,15156.400390625
2018-11-13,15131.7998046875
2018-11-14,15133.099609375
2018-11-15,15144.900390625
2018-11-16,15155.5
2018-11-19,15071.0
2018-11-20,14877.0
2018-11-21,15095.0
2018-11-22,15091.599609375
2018-11-23,15010.7001953125
2018-11-26,15012.7001953125
2018-11-27,14944.099609375
2018-11-28,15171.2998046875
2018-11-29,15194.0
2018-11-30,15197.7998046875
2018-12-03,15275.0
2018-12-04,15063.599609375
2018-12-05,15182.599609375
2018-12-06,14937.0
2018-12-07,14795.099609375
2018-12-10,14728.2998046875
2018-12-11,14667.7998046875
2018-12-12,14783.099609375
2018-12-13,14750.400390625
2018-12-14,14595.099609375
2018-12-17,14362.7001953125
