Date,Close
2011-04-15,4852.10009765625
2011-04-18,4861.89990234375
2011-04-19,4793.2998046875
2011-04-20,4859.0
2011-04-21,4913.7998046875
2011-04-27,4872.89990234375
2011-04-28,4873.0
2011-04-29,4823.2001953125
2011-05-02,4825.2998046875
2011-05-03,4784.60009765625
2011-05-04,4740.10009765625
2011-05-05,4753.7001953125
2011-05-06,4743.0
2011-05-09,4756.7998046875
2011-05-10,4725.7998046875
2011-05-11,4780.2001953125
2011-05-12,4696.10009765625
2011-05-13,4711.39990234375
2011-05-16,4650.0
2011-05-17,4683.89990234375
2011-05-18,4693.7001953125
2011-05-19,4756.39990234375
2011-05-20,4732.2001953125
2011-05-23,4643.0
2011-05-24,4628.7998046875
2011-05-25,4584.7001953125
2011-05-26,4660.2001953125
2011-05-27,4684.0
2011-05-30,4667.5
2011-05-31,4708.2998046875
2011-06-01,4707.2998046875
2011-06-02,4600.39990234375
2011-06-03,4583.10009765625
2011-06-06,4569.10009765625
2011-06-07,4566.2998046875
2011-06-08,4536.7998046875
2011-06-09,4549.60009765625
2011-06-10,4562.10009765625
2011-06-14,4585.0
2011-06-15,4566.7998046875
2011-06-16,4479.2001953125
2011-06-17,4484.89990234375
2011-06-20,4451.7001953125
2011-06-21,4508.2001953125
2011-06-22,4532.60009765625
2011-06-23,4500.5
2011-06-24,4508.10009765625
2011-06-27,4461.7998046875
2011-06-28,4474.2998046875
2011-06-29,4529.5
2011-06-30,4608.0
2011-07-01,4591.2001953125
2011-07-04,4610.7001953125
2011-07-05,4598.10009765625
2011-07-06,4605.0
2011-07-07,4605.5
2011-07-08,4654.7001953125
2011-07-11,4582.2998046875
2011-07-12,4495.39990234375
2011-07-13,4514.7998046875
2011-07-14,4490.7001953125
2011-07-15,4473.5
2011-07-18,4472.0
2011-07-19,4468.10009765625
2011-07-20,4549.7001953125
2011-07-21,4556.0
2011-07-22,4602.89990234375
2011-07-25,4530.39990234375
2011-07-26,4573.2998046875
2011-07-27,4537.39990234375
2011-07-28,4463.7998046875
2011-07-29,4424.60009765625
2011-08-02,4433.60009765625
2011-08-03,4332.7998046875
2011-08-04,4276.5
2011-08-05,4105.39990234375
2011-08-08,3986.10009765625
2011-08-09,4034.800048828125
2011-08-10,4141.2998046875
2011-08-11,4140.7998046875
2011-08-12,4172.60009765625
2011-08-15,4282.89990234375
2011-08-16,4247.2998046875
2011-08-17,4303.89990234375
2011-08-18,4251.2001953125
2011-08-19,4101.89990234375
2011-08-22,4082.300048828125
2011-08-23,4173.39990234375
2011-08-24,4167.60009765625
2011-08-25,4212.7998046875
2011-08-26,4200.0
2011-08-29,4263.2998046875
2011-08-30,4269.2001953125
2011-08-31,4296.5
2011-09-01,4307.5
2011-09-02,4242.89990234375
2011-09-05,4141.89990234375
2011-09-06,4075.5
2011-09-07,4183.39990234375
2011-09-08,4188.0
2011-09-09,4194.7001953125
2011-09-12,4038.5
2011-09-13,4072.699951171875
2011-09-14,4005.800048828125
2011-09-15,4071.699951171875
2011-09-16,4149.39990234375
2011-09-19,4081.5
2011-09-20,4040.199951171875
2011-09-21,4071.800048828125
2011-09-22,3964.89990234375
2011-09-23,3903.199951171875
2011-09-26,3863.89990234375
2011-09-27,4004.60009765625
2011-09-28,4039.5
2011-09-29,4008.300048828125
2011-09-30,4008.60009765625
2011-10-04,3872.10009765625
2011-10-05,3926.5
2011-10-06,4069.89990234375
2011-10-07,4162.89990234375
2011-10-11,4227.60009765625
2011-10-12,4204.2998046875
2011-10-13,4244.5
2011-10-14,4205.60009765625
2011-10-17,4275.39990234375
2011-10-18,4186.89990234375
2011-10-19,4213.7001953125
2011-10-20,4144.89990234375
2011-10-21,4141.89990234375
2011-10-24,4255.0
2011-10-25,4227.89990234375
2011-10-26,4242.5
2011-10-27,4348.2001953125
2011-10-28,4353.2998046875
2011-10-31,4298.10009765625
2011-11-02,4184.60009765625
2011-11-03,4171.7998046875
2011-11-04,4281.10009765625
2011-11-07,4273.39990234375
2011-11-08,4293.7998046875
2011-11-09,4346.10009765625
2011-11-10,4244.10009765625
2011-11-11,4296.5
2011-11-14,4304.60009765625
2011-11-15,4285.60009765625
2011-11-16,4247.39990234375
2011-11-17,4258.2001953125
2011-11-18,4177.0
2011-11-21,4163.0
2011-11-22,4133.0
2011-11-23,4051.0
2011-11-24,4044.199951171875
2011-11-25,3984.300048828125
2011-11-28,4058.199951171875
2011-11-29,4102.10009765625
2011-11-30,4119.7998046875
2011-12-01,4228.60009765625
2011-12-02,4288.0
2011-12-05,4321.2998046875
2011-12-06,4262.0
2011-12-07,4292.5
2011-12-08,4280.7001953125
2011-12-09,4203.0
2011-12-12,4252.7998046875
2011-12-13,4193.39990234375
2011-12-14,4190.5
2011-12-15,4139.7998046875
2011-12-16,4159.2001953125
2011-12-19,4060.39990234375
2011-12-20,4053.10009765625
2011-12-21,4139.5
2011-12-22,4090.800048828125
2011-12-23,4140.39990234375
2011-12-28,4088.800048828125
2011-12-29,4071.10009765625
2011-12-30,4056.60009765625
2012-01-03,4101.2001953125
2012-01-04,4187.7998046875
2012-01-05,4142.7001953125
2012-01-06,4108.5
2012-01-09,4105.39990234375
2012-01-10,4152.2001953125
2012-01-11,4187.5
2012-01-12,4181.0
2012-01-13,4195.89990234375
2012-01-17,4215.60009765625
2012-01-18,4217.89990234375
2012-01-19,4214.7998046875
2012-01-20,4239.60009765625
2012-01-23,4225.10009765625
2012-01-24,4224.2001953125
2012-01-25,4271.2998046875
2012-01-27,4288.39990234375
2012-01-30,4272.7001953125
2012-01-31,4262.7001953125
2012-02-01,4225.7001953125
2012-02-02,4267.7998046875
2012-02-03,4251.2001953125
2012-02-06,4296.0
2012-02-07,4274.2001953125
2012-02-08,4290.7001953125
2012-02-09,4282.89990234375
2012-02-10,4245.2998046875
2012-02-13,4285.10009765625
2012-02-14,4242.7998046875
2012-02-15,4253.39990234375
2012-02-16,4181.89990234375
2012-02-17,4195.89990234375
2012-02-20,4256.10009765625
2012-02-21,4291.2001953125
2012-02-22,4293.10009765625
2012-02-23,4286.2001953125
2012-02-24,4306.7998046875
2012-02-27,4267.39990234375
2012-02-28,4262.7001953125
2012-02-29,4298.5
2012-03-01,4255.5
2012-03-02,4273.10009765625
2012-03-05,4263.0
2012-03-06,4204.7001953125
2012-03-07,4143.7001953125
2012-03-08,4171.0
2012-03-09,4212.0
2012-03-12,4196.7001953125
2012-03-13,4247.60009765625
2012-03-14,4287.2001953125
2012-03-15,4277.7998046875
2012-03-16,4276.2001953125
2012-03-19,4290.7998046875
2012-03-20,4275.0
2012-03-21,4254.2998046875
2012-03-22,4273.7001953125
2012-03-23,4270.39990234375
2012-03-26,4262.7998046875
2012-03-27,4301.2998046875
2012-03-28,4343.5
2012-03-29,4337.89990234375
2012-03-30,4335.2001953125
2012-04-02,4329.2998046875
2012-04-03,4337.0
2012-04-04,4333.89990234375
2012-04-05,4319.7998046875
2012-04-10,4292.2998046875
2012-04-12,4280.60009765625
2012-04-13,4323.2998046875
2012-04-16,4302.2998046875
2012-04-17,4288.7998046875
2012-04-18,4348.7001953125
2012-04-19,4362.7001953125
2012-04-20,4366.5
2012-04-23,4352.39990234375
2012-04-24,4360.39990234375
2012-04-26,4375.2001953125
2012-04-27,4362.10009765625
2012-04-30,4396.60009765625
2012-05-01,4429.5
2012-05-02,4435.89990234375
2012-05-03,4429.0
2012-05-04,4396.0
2012-05-07,4301.2998046875
2012-05-08,4314.39990234375
2012-05-09,4275.10009765625
2012-05-10,4295.60009765625
2012-05-11,4285.10009765625
2012-05-14,4297.0
2012-05-15,4266.2998046875
2012-05-16,4165.5
2012-05-17,4157.39990234375
2012-05-18,4046.5
2012-05-21,4073.60009765625
2012-05-22,4121.0
2012-05-23,4067.0
2012-05-24,4055.800048828125
2012-05-25,4029.199951171875
2012-05-28,4068.0
2012-05-29,4114.39990234375
2012-05-30,4094.199951171875
2012-05-31,4076.300048828125
2012-06-01,4063.89990234375
2012-06-04,3985.0
2012-06-05,4043.699951171875
2012-06-06,4055.300048828125
2012-06-07,4108.60009765625
2012-06-08,4063.699951171875
2012-06-12,4072.89990234375
2012-06-13,4063.800048828125
2012-06-14,4042.199951171875
2012-06-15,4057.300048828125
2012-06-18,4136.89990234375
2012-06-19,4123.2998046875
2012-06-20,4132.39990234375
2012-06-21,4087.60009765625
2012-06-22,4048.199951171875
2012-06-25,4027.800048828125
2012-06-26,4013.300048828125
2012-06-27,4043.199951171875
2012-06-28,4044.800048828125
2012-06-29,4094.60009765625
2012-07-02,4133.0
2012-07-03,4127.2001953125
2012-07-04,4172.2001953125
2012-07-05,4169.2001953125
2012-07-06,4157.7998046875
2012-07-09,4118.2998046875
2012-07-10,4098.0
2012-07-11,4096.5
2012-07-12,4068.0
2012-07-13,4082.199951171875
2012-07-16,4105.10009765625
2012-07-17,4140.7998046875
2012-07-18,4123.60009765625
2012-07-19,4206.7001953125
2012-07-20,4199.10009765625
2012-07-23,4128.89990234375
2012-07-24,4133.2001953125
2012-07-25,4123.89990234375
2012-07-26,4147.7001953125
2012-07-27,4209.7998046875
2012-07-30,4245.7001953125
2012-07-31,4269.2001953125
2012-08-01,4262.7998046875
2012-08-02,4269.5
2012-08-03,4221.5
2012-08-06,4272.60009765625
2012-08-07,4291.60009765625
2012-08-08,4312.60009765625
2012-08-09,4308.2998046875
2012-08-10,4277.2998046875
2012-08-13,4283.2998046875
2012-08-14,4292.2001953125
2012-08-15,4281.2001953125
2012-08-16,4330.2001953125
2012-08-17,4370.10009765625
2012-08-20,4364.2998046875
2012-08-21,4383.39990234375
2012-08-22,4376.0
2012-08-23,4383.7001953125
2012-08-24,4349.0
2012-08-27,4343.7001953125
2012-08-28,4359.39990234375
2012-08-29,4356.39990234375
2012-08-30,4315.7001953125
2012-08-31,4316.10009765625
2012-09-03,4329.7001953125
2012-09-04,4303.5
2012-09-05,4278.7998046875
2012-09-06,4312.89990234375
2012-09-07,4325.7998046875
2012-09-10,4333.7998046875
2012-09-11,4325.7998046875
2012-09-12,4361.2998046875
2012-09-13,4339.39990234375
2012-09-14,4390.0
2012-09-17,4402.5
2012-09-18,4394.7001953125
2012-09-19,4418.39990234375
2012-09-20,4397.2001953125
2012-09-21,4408.2998046875
2012-09-24,4385.5
2012-09-25,4372.89990234375
2012-09-26,4361.60009765625
2012-09-27,4384.2001953125
2012-09-28,4387.0
2012-10-01,4388.60009765625
2012-10-02,4433.0
2012-10-03,4438.60009765625
2012-10-04,4452.39990234375
2012-10-05,4494.39990234375
2012-10-08,4481.89990234375
2012-10-09,4505.2998046875
2012-10-10,4490.7001953125
2012-10-11,4483.5
2012-10-12,4486.60009765625
2012-10-15,4483.39990234375
2012-10-16,4491.5
2012-10-17,4528.2001953125
2012-10-18,4559.39990234375
2012-10-19,4571.10009765625
2012-10-22,4541.0
2012-10-23,4543.10009765625
2012-10-24,4505.7998046875
2012-10-25,4510.5
2012-10-26,4472.39990234375
2012-10-29,4476.89990234375
2012-10-30,4485.7001953125
2012-10-31,4517.0
2012-11-01,4457.60009765625
2012-11-02,4460.10009765625
2012-11-05,4474.10009765625
2012-11-06,4484.7998046875
2012-11-07,4516.5
2012-11-08,4483.7998046875
2012-11-09,4462.0
2012-11-12,4448.0
2012-11-13,4379.7998046875
2012-11-14,4388.39990234375
2012-11-15,4349.2998046875
2012-11-16,4336.7998046875
2012-11-19,4361.39990234375
2012-11-20,4385.7001953125
2012-11-21,4369.5
2012-11-22,4413.10009765625
2012-11-23,4413.0
2012-11-26,4424.2001953125
2012-11-27,4456.7998046875
2012-11-28,4447.2998046875
2012-11-29,4477.7001953125
2012-11-30,4506.0
2012-12-03,4531.5
2012-12-04,4503.60009765625
2012-12-05,4520.39990234375
2012-12-06,4509.2998046875
2012-12-07,4551.7998046875
2012-12-10,4557.89990234375
2012-12-11,4576.0
2012-12-12,4583.7998046875
2012-12-13,4582.7998046875
2012-12-14,4583.10009765625
2012-12-17,4573.39990234375
2012-12-18,4595.2001953125
2012-12-19,4617.7998046875
2012-12-20,4634.10009765625
2012-12-21,4623.60009765625
2012-12-24,4635.2001953125
2012-12-27,4648.0
2012-12-28,4671.2998046875
2012-12-31,4649.0
2013-01-02,4705.89990234375
2013-01-03,4740.7001953125
2013-01-04,4723.7998046875
2013-01-07,4717.2998046875
2013-01-08,4690.2998046875
2013-01-09,4708.10009765625
2013-01-10,4723.0
2013-01-11,4709.5
2013-01-14,4719.7001953125
2013-01-15,4716.60009765625
2013-01-16,4738.39990234375
2013-01-17,4756.60009765625
2013-01-18,4771.2001953125
2013-01-21,4777.5
2013-01-22,4779.10009765625
2013-01-23,4787.7998046875
2013-01-24,4810.2001953125
2013-01-25,4835.2001953125
2013-01-29,4889.0
2013-01-30,4896.7001953125
2013-01-31,4878.7998046875
2013-02-01,4921.10009765625
2013-02-04,4907.5
2013-02-05,4882.7001953125
2013-02-06,4921.0
2013-02-07,4935.7001953125
2013-02-08,4971.2998046875
2013-02-11,4959.5
2013-02-12,4959.0
2013-02-13,5003.7001953125
2013-02-14,5036.89990234375
2013-02-15,5033.89990234375
2013-02-18,5063.39990234375
2013-02-19,5081.89990234375
2013-02-20,5098.7001953125
2013-02-21,4980.10009765625
2013-02-22,5018.10009765625
2013-02-25,5055.7998046875
2013-02-26,5003.60009765625
2013-02-27,5036.60009765625
2013-02-28,5104.10009765625
2013-03-01,5086.10009765625
2013-03-04,5010.5
2013-03-05,5075.39990234375
2013-03-06,5116.7998046875
2013-03-07,5109.2001953125
2013-03-08,5123.39990234375
2013-03-11,5146.89990234375
2013-03-12,5117.89990234375
2013-03-13,5092.39990234375
2013-03-14,5032.2001953125
2013-03-15,5120.2001953125
2013-03-18,5015.39990234375
2013-03-19,4987.39990234375
2013-03-20,4967.39990234375
2013-03-21,4959.39990234375
2013-03-22,4967.2998046875
2013-03-25,4990.2001953125
2013-03-26,4950.2001953125
2013-03-27,4995.0
2013-03-28,4966.5
2013-04-02,4985.5
2013-04-03,4957.7001953125
2013-04-04,4913.5
2013-04-05,4891.39990234375
2013-04-08,4905.5
2013-04-09,4976.7998046875
2013-04-10,4968.0
2013-04-11,5007.10009765625
2013-04-12,5013.5
2013-04-15,4967.89990234375
2013-04-16,4950.7998046875
2013-04-17,5004.60009765625
2013-04-18,4924.39990234375
2013-04-19,4931.89990234375
2013-04-22,4966.60009765625
2013-04-23,5016.2001953125
2013-04-24,5102.39990234375
2013-04-26,5097.5
2013-04-29,5125.7998046875
2013-04-30,5191.2001953125
2013-05-01,5166.2001953125
2013-05-02,5130.0
2013-05-03,5129.5
2013-05-06,5156.2001953125
2013-05-07,5143.7001953125
2013-05-08,5199.7998046875
2013-05-09,5198.39990234375
2013-05-10,5206.10009765625
2013-05-13,5210.2998046875
2013-05-14,5221.0
2013-05-15,5191.7001953125
2013-05-16,5165.7001953125
2013-05-17,5180.7998046875
2013-05-20,5209.0
2013-05-21,5180.10009765625
2013-05-22,5165.39990234375
2013-05-23,5062.39990234375
2013-05-24,4983.5
2013-05-27,4959.89990234375
2013-05-28,4970.7001953125
2013-05-29,4974.7001953125
2013-05-30,4930.7001953125
2013-05-31,4926.60009765625
2013-06-03,4888.2998046875
2013-06-04,4900.7998046875
2013-06-05,4835.2001953125
2013-06-06,4781.2001953125
2013-06-07,4737.7001953125
2013-06-11,4757.10009765625
2013-06-12,4724.5
2013-06-13,4695.7998046875
2013-06-14,4791.7998046875
2013-06-17,4825.89990234375
2013-06-18,4814.39990234375
2013-06-19,4861.39990234375
2013-06-20,4758.39990234375
2013-06-21,4738.7998046875
2013-06-24,4669.10009765625
2013-06-25,4656.0
2013-06-26,4731.7001953125
2013-06-27,4811.2998046875
2013-06-28,4802.60009765625
2013-07-01,4710.2998046875
2013-07-02,4834.0
2013-07-03,4744.10009765625
2013-07-04,4794.7001953125
2013-07-05,4841.7001953125
2013-07-08,4809.5
2013-07-09,4881.7001953125
2013-07-10,4901.39990234375
2013-07-11,4965.7001953125
2013-07-12,4973.89990234375
2013-07-15,4981.10009765625
2013-07-16,4986.0
2013-07-17,4981.7001953125
2013-07-18,4993.39990234375
2013-07-19,4972.10009765625
2013-07-22,5001.89990234375
2013-07-23,5017.10009765625
2013-07-24,5035.10009765625
2013-07-25,5035.60009765625
2013-07-26,5042.0
2013-07-29,5046.2998046875
2013-07-30,5047.2001953125
2013-07-31,5052.0
2013-08-01,5061.5
2013-08-02,5116.7998046875
2013-08-05,5111.2998046875
2013-08-06,5105.60009765625
2013-08-07,5011.2998046875
2013-08-08,5064.7998046875
2013-08-09,5055.2001953125
2013-08-12,5108.7001953125
2013-08-13,5157.7001953125
2013-08-14,5157.39990234375
2013-08-15,5152.39990234375
2013-08-16,5113.89990234375
2013-08-19,5112.5
2013-08-20,5078.2001953125
2013-08-21,5100.0
2013-08-22,5075.7001953125
2013-08-23,5123.39990234375
2013-08-26,5135.39990234375
2013-08-27,5141.2001953125
2013-08-28,5087.2001953125
2013-08-29,5092.39990234375
2013-08-30,5135.0
2013-09-02,5188.2998046875
2013-09-03,5196.60009765625
2013-09-04,5161.60009765625
2013-09-05,5142.5
2013-09-06,5145.0
2013-09-09,5181.5
2013-09-10,5201.2001953125
2013-09-11,5234.39990234375
2013-09-12,5242.5
2013-09-13,5219.60009765625
2013-09-16,5248.0
2013-09-17,5251.2001953125
2013-09-18,5238.10009765625
2013-09-19,5295.60009765625
2013-09-20,5276.7001953125
2013-09-23,5252.5
2013-09-24,5234.2001953125
2013-09-25,5275.89990234375
2013-09-26,5294.5
2013-09-27,5307.10009765625
2013-09-30,5218.89990234375
2013-10-01,5206.7998046875
2013-10-02,5215.60009765625
2013-10-03,5234.89990234375
2013-10-04,5208.0
2013-10-07,5161.10009765625
2013-10-08,5149.39990234375
2013-10-09,5153.0
2013-10-10,5147.10009765625
2013-10-11,5230.89990234375
2013-10-14,5207.89990234375
2013-10-15,5259.10009765625
2013-10-16,5262.89990234375
2013-10-17,5283.10009765625
2013-10-18,5321.5
2013-10-21,5351.7998046875
2013-10-22,5373.10009765625
2013-10-23,5356.10009765625
2013-10-24,5372.89990234375
2013-10-25,5386.2998046875
2013-10-28,5441.39990234375
2013-10-29,5415.5
2013-10-30,5430.89990234375
2013-10-31,5425.5
2013-11-01,5411.10009765625
2013-11-04,5390.5
2013-11-05,5432.0
2013-11-06,5433.7998046875
2013-11-07,5422.0
2013-11-08,5400.7001953125
2013-11-11,5387.10009765625
2013-11-12,5393.10009765625
2013-11-13,5319.2001953125
2013-11-14,5355.39990234375
2013-11-15,5401.7001953125
2013-11-18,5384.7001953125
2013-11-19,5352.89990234375
2013-11-20,5307.7001953125
2013-11-21,5288.2998046875
2013-11-22,5335.89990234375
2013-11-25,5352.7998046875
2013-11-26,5357.0
2013-11-27,5332.89990234375
2013-11-28,5334.2998046875
2013-11-29,5320.10009765625
2013-12-02,5279.5
2013-12-03,5256.10009765625
2013-12-04,5273.7998046875
2013-12-05,5198.0
2013-12-06,5186.0
2013-12-09,5144.39990234375
2013-12-10,5143.60009765625
2013-12-11,5104.2998046875
2013-12-12,5062.5
2013-12-13,5098.39990234375
2013-12-16,5089.60009765625
2013-12-17,5103.2001953125
2013-12-18,5096.10009765625
2013-12-19,5202.2001953125
2013-12-20,5265.2001953125
2013-12-23,5291.89990234375
2013-12-24,5327.2001953125
2013-12-27,5324.10009765625
2013-12-30,5356.7998046875
2013-12-31,5352.2001953125
2014-01-02,5367.89990234375
2014-01-03,5350.10009765625
2014-01-06,5324.89990234375
2014-01-07,5317.0
2014-01-08,5316.0
2014-01-09,5324.39990234375
2014-01-10,5312.39990234375
2014-01-13,5292.10009765625
2014-01-14,5212.0
2014-01-15,5245.39990234375
2014-01-16,5309.10009765625
2014-01-17,5305.89990234375
2014-01-20,5295.0
2014-01-21,5331.5
2014-01-22,5319.7998046875
2014-01-23,5263.0
2014-01-24,5240.89990234375
2014-01-28,5175.10009765625
2014-01-29,5229.0
2014-01-30,5188.10009765625
2014-01-31,5190.0
2014-02-03,5187.89990234375
2014-02-04,5097.10009765625
2014-02-05,5070.2998046875
2014-02-06,5131.39990234375
2014-02-07,5166.5
2014-02-10,5222.10009765625
2014-02-11,5254.5
2014-02-12,5310.10009765625
2014-02-13,5308.10009765625
2014-02-14,5356.2998046875
2014-02-18,5392.7998046875
2014-02-19,5408.2001953125
2014-02-20,5412.2998046875
2014-02-21,5438.7001953125
2014-02-24,5440.2001953125
2014-02-25,5433.7998046875
2014-02-26,5437.0
2014-02-27,5411.39990234375
2014-02-28,5404.7998046875
2014-03-03,5384.2998046875
2014-03-04,5400.2001953125
2014-03-05,5446.2001953125
2014-03-06,5445.89990234375
2014-03-07,5462.2998046875
2014-03-10,5411.5
2014-03-11,5413.7998046875
2014-03-12,5384.2001953125
2014-03-13,5412.60009765625
2014-03-14,5329.39990234375
2014-03-17,5317.60009765625
2014-03-18,5344.60009765625
2014-03-19,5355.60009765625
2014-03-20,5294.0
2014-03-21,5338.10009765625
2014-03-24,5346.89990234375
2014-03-25,5336.60009765625
2014-03-26,5376.7998046875
2014-03-27,5350.10009765625
2014-03-28,5366.89990234375
2014-03-31,5394.7998046875
2014-04-01,5389.2001953125
2014-04-02,5403.2998046875
2014-04-03,5409.89990234375
2014-04-04,5422.7998046875
2014-04-07,5413.7001953125
2014-04-08,5410.60009765625
2014-04-09,5463.7998046875
2014-04-10,5480.7998046875
2014-04-11,5428.60009765625
2014-04-14,5358.89990234375
2014-04-15,5388.2001953125
2014-04-16,5420.2998046875
2014-04-17,5454.2001953125
2014-04-22,5479.2998046875
2014-04-23,5517.7998046875
2014-04-24,5531.0
2014-04-28,5536.10009765625
2014-04-29,5486.60009765625
2014-04-30,5489.10009765625
2014-05-01,5448.7998046875
2014-05-02,5458.10009765625
2014-05-05,5462.2001953125
2014-05-06,5481.39990234375
2014-05-07,5435.7998046875
2014-05-08,5476.7998046875
2014-05-09,5460.7998046875
2014-05-12,5448.39990234375
2014-05-13,5498.2001953125
2014-05-14,5496.5
2014-05-15,5510.7998046875
2014-05-16,5479.0
2014-05-19,5409.0
2014-05-20,5420.39990234375
2014-05-21,5424.60009765625
2014-05-22,5479.89990234375
2014-05-23,5492.7998046875
2014-05-26,5512.7998046875
2014-05-27,5511.7001953125
2014-05-28,5527.2001953125
2014-05-29,5519.5
2014-05-30,5492.5
2014-06-02,5518.5
2014-06-03,5479.7001953125
2014-06-04,5444.7998046875
2014-06-05,5436.89990234375
2014-06-06,5464.0
2014-06-10,5469.7001953125
2014-06-11,5454.0
2014-06-12,5428.7998046875
2014-06-13,5405.10009765625
2014-06-16,5412.2998046875
2014-06-17,5400.7001953125
2014-06-18,5382.7001953125
2014-06-19,5468.2001953125
2014-06-20,5419.5
2014-06-23,5453.2998046875
2014-06-24,5432.7998046875
2014-06-25,5402.0
2014-06-26,5464.2998046875
2014-06-27,5445.10009765625
2014-06-30,5395.7001953125
2014-07-01,5375.89990234375
2014-07-02,5455.39990234375
2014-07-03,5491.2001953125
2014-07-04,5525.0
2014-07-07,5518.89990234375
2014-07-08,5510.89990234375
2014-07-09,5452.5
2014-07-10,5464.39990234375
2014-07-11,5486.7998046875
2014-07-14,5511.39990234375
2014-07-15,5511.2998046875
2014-07-16,5518.89990234375
2014-07-17,5522.39990234375
2014-07-18,5531.7001953125
2014-07-21,5539.89990234375
2014-07-22,5543.2998046875
2014-07-23,5576.7001953125
2014-07-24,5587.7998046875
2014-07-25,5583.5
2014-07-28,5577.39990234375
2014-07-29,5588.39990234375
2014-07-30,5622.89990234375
2014-07-31,5632.89990234375
2014-08-01,5556.39990234375
2014-08-04,5540.89990234375
2014-08-05,5518.60009765625
2014-08-06,5512.0
2014-08-07,5509.0
2014-08-08,5435.2998046875
2014-08-11,5457.0
2014-08-12,5530.2998046875
2014-08-13,5514.7001953125
2014-08-14,5548.5
2014-08-15,5566.5
2014-08-18,5587.10009765625
2014-08-19,5623.7998046875
2014-08-20,5634.60009765625
2014-08-21,5638.89990234375
2014-08-22,5645.60009765625
2014-08-25,5634.89990234375
2014-08-26,5637.60009765625
2014-08-27,5651.2001953125
2014-08-28,5624.39990234375
2014-08-29,5625.89990234375
2014-09-01,5629.7998046875
2014-09-02,5658.5
2014-09-03,5656.10009765625
2014-09-04,5631.2998046875
2014-09-05,5598.7001953125
2014-09-08,5577.0
2014-09-09,5607.89990234375
2014-09-10,5574.2998046875
2014-09-11,5546.10009765625
2014-09-12,5531.10009765625
2014-09-15,5473.5
2014-09-16,5445.39990234375
2014-09-17,5407.2998046875
2014-09-18,5415.7998046875
2014-09-19,5433.10009765625
2014-09-22,5363.0
2014-09-23,5415.7001953125
2014-09-24,5375.7998046875
2014-09-25,5382.2001953125
2014-09-26,5313.39990234375
2014-09-29,5264.2001953125
2014-09-30,5292.7998046875
2014-10-01,5334.10009765625
2014-10-02,5297.7001953125
2014-10-03,5318.2001953125
2014-10-06,5292.89990234375
2014-10-07,5284.2001953125
2014-10-08,5241.2998046875
2014-10-09,5296.7001953125
2014-10-10,5188.2998046875
2014-10-13,5155.5
2014-10-14,5207.39990234375
2014-10-15,5245.60009765625
2014-10-16,5254.89990234375
2014-10-17,5271.7001953125
2014-10-20,5319.39990234375
2014-10-21,5325.0
2014-10-22,5385.89990234375
2014-10-23,5383.10009765625
2014-10-24,5412.2001953125
2014-10-27,5459.0
2014-10-28,5452.60009765625
2014-10-29,5447.7001953125
2014-10-30,5476.2001953125
2014-10-31,5526.60009765625
2014-11-03,5506.89990234375
2014-11-04,5519.89990234375
2014-11-05,5517.89990234375
2014-11-06,5506.10009765625
2014-11-07,5549.10009765625
2014-11-10,5524.0
2014-11-11,5517.10009765625
2014-11-12,5463.10009765625
2014-11-13,5442.7001953125
